module_path,directory,vscode_only,parity_exempt,engine_gap,core_has,match_kind,vscode_imports_vscode,test_count,core_match
ActiveInstanceGuard.ts,(root),false,false,false,true,exact,false,0,ActiveInstanceGuard.ts
AdaptiveHITLPolicy.ts,(root),false,false,false,true,exact,false,0,AdaptiveHITLPolicy.ts
AdrContextLoader.ts,(root),false,false,false,true,exact,false,0,AdrContextLoader.ts
AdrPersistence.ts,(root),false,false,false,true,exact,false,0,AdrPersistence.ts
AdrStore.ts,(root),false,false,false,true,exact,false,0,AdrStore.ts
AgentSpecializationRouter.ts,(root),false,false,false,true,exact,false,0,AgentSpecializationRouter.ts
ApplyGenerationMetadata.ts,(root),false,false,false,true,exact,false,0,ApplyGenerationMetadata.ts
ApproveDecisionGate.ts,(root),false,false,false,true,exact,false,0,ApproveDecisionGate.ts
ArtifactLifecycleManager.ts,(root),false,false,false,true,exact,false,0,ArtifactLifecycleManager.ts
ArtifactTypes.ts,(root),false,false,false,true,exact,false,0,ArtifactTypes.ts
ArtifactUiHints.ts,(root),false,false,false,true,exact,false,0,ArtifactUiHints.ts
BackendMessageEnrichment.ts,(root),false,false,false,true,exact,false,0,BackendMessageEnrichment.ts
BuiltinQualityGates.ts,(root),false,false,false,true,exact,false,0,BuiltinQualityGates.ts
CodeRunnerCommandLint.ts,(root),false,false,false,true,exact,false,0,CodeRunnerCommandLint.ts
CodeRunnerImportLint.ts,(root),false,false,false,true,exact,false,0,CodeRunnerImportLint.ts
CodeRunnerInvokeHelpers.ts,(root),false,false,false,true,exact,false,0,CodeRunnerInvokeHelpers.ts
CodebaseContextLimits.ts,(root),false,false,false,true,exact,false,0,CodebaseContextLimits.ts
CodebaseContextLoader.ts,(root),false,false,false,true,exact,false,0,CodebaseContextLoader.ts
CodebaseContextProvider.ts,(root),false,false,false,true,exact,false,0,CodebaseContextProvider.ts
ConfidenceBands.ts,(root),false,false,false,true,exact,false,0,ConfidenceBands.ts
ConfidenceScorer.ts,(root),false,false,false,true,exact,false,0,ConfidenceScorer.ts
ConfigContractLint.ts,(root),false,false,false,true,exact,false,0,ConfigContractLint.ts
CrossFileKeyContractLint.ts,(root),false,false,false,true,exact,false,0,CrossFileKeyContractLint.ts
DebugFeedbackLoopGate.ts,(root),false,false,false,true,exact,false,0,DebugFeedbackLoopGate.ts
DebugLogEvents.ts,(root),false,false,false,true,exact,false,0,DebugLogEvents.ts
DebugLogUtils.ts,(root),false,false,false,true,exact,false,0,DebugLogUtils.ts
DecisionContentLintPolicy.ts,(root),false,false,false,true,exact,false,0,DecisionContentLintPolicy.ts
DecisionRecordVerify.ts,(root),false,false,false,true,exact,false,0,DecisionRecordVerify.ts
DecisionReviewUi.ts,(root),false,false,false,true,exact,false,0,DecisionReviewUi.ts
DependencyGraphAnalyzer.ts,(root),false,false,false,true,exact,false,0,DependencyGraphAnalyzer.ts
EffectiveSettings.ts,(root),false,false,false,true,exact,false,0,EffectiveSettings.ts
EngineDiagnosticsOps.ts,(root),false,false,false,true,exact,true,0,EngineDiagnosticsOps.ts
EngineExecutionRunner.ts,(root),false,false,false,true,exact,true,0,EngineExecutionRunner.ts
EngineHostFactoryBuilder.ts,(root),false,false,false,true,exact,true,0,EngineHostFactoryBuilder.ts
ErrorTypeUtils.ts,(root),false,false,false,true,exact,false,0,ErrorTypeUtils.ts
ExperienceGeneratorContext.ts,(root),false,false,false,true,exact,false,0,ExperienceGeneratorContext.ts
ExperienceLoader.ts,(root),false,false,false,true,exact,false,0,ExperienceLoader.ts
ExtensionCommands.ts,(root),true,true,false,false,missing,true,0,
ExtensionSettingsBootstrap.ts,(root),true,true,false,false,missing,true,0,
FailurePatternAnalyzer.ts,(root),false,false,false,true,exact,false,0,FailurePatternAnalyzer.ts
FsAsync.ts,(root),false,false,false,true,exact,false,0,FsAsync.ts
GeneratedWorkflowGate.ts,(root),false,false,false,true,exact,false,0,GeneratedWorkflowGate.ts
GlobalDecisionContext.ts,(root),false,false,false,true,exact,false,0,GlobalDecisionContext.ts
GrillAdaptiveFlow.ts,(root),false,false,false,true,exact,false,0,GrillAdaptiveFlow.ts
GrillCodeExplore.ts,(root),true,true,false,false,missing,false,0,
GrillLoopPolicy.ts,(root),false,false,false,true,exact,false,0,GrillLoopPolicy.ts
HITLContractNodePolicy.ts,(root),false,false,false,true,exact,false,0,HITLContractNodePolicy.ts
ImplOutputExecution.ts,(root),false,false,false,true,exact,false,0,ImplOutputExecution.ts
ImplOutputGuard.ts,(root),false,false,false,true,exact,false,0,ImplOutputGuard.ts
ImportExtract.ts,(root),false,false,false,true,exact,false,0,ImportExtract.ts
ImportPathResolve.ts,(root),false,false,false,true,exact,false,0,ImportPathResolve.ts
InputContextBudgetPriorities.ts,(root),false,false,false,true,exact,false,0,InputContextBudgetPriorities.ts
InputContextPolicy.ts,(root),false,false,false,true,exact,false,0,InputContextPolicy.ts
InputDegradeThresholds.ts,(root),false,false,false,true,exact,false,0,InputDegradeThresholds.ts
InputSourceStrategies.ts,(root),false,false,false,true,exact,false,0,InputSourceStrategies.ts
InputTokenBudgets.ts,(root),false,false,false,true,exact,false,0,InputTokenBudgets.ts
InputTruncationPolicy.ts,(root),false,false,false,true,exact,false,0,InputTruncationPolicy.ts
InstanceSession.ts,(root),false,false,false,true,exact,false,0,InstanceSession.ts
JsonExtract.ts,(root),false,false,false,true,exact,false,0,JsonExtract.ts
KeyNameMatching.ts,(root),false,false,false,true,exact,false,0,KeyNameMatching.ts
KickoffFirstStage.ts,(root),false,false,false,true,exact,true,0,KickoffFirstStage.ts
LlmClient.ts,(root),false,false,false,true,exact,true,0,LlmClient.ts
LlmInvokeHelpers.ts,(root),false,false,false,true,exact,true,0,LlmInvokeHelpers.ts
LlmParseRetryLoop.ts,(root),false,false,false,true,exact,false,0,LlmParseRetryLoop.ts
LogPreviewLimits.ts,(root),false,false,false,true,exact,false,0,LogPreviewLimits.ts
ManualRetryLimit.ts,(root),false,false,false,true,exact,false,0,ManualRetryLimit.ts
MetricsCollector.ts,(root),true,true,false,false,missing,false,0,
ModuleDepthScorer.ts,(root),false,false,false,true,exact,false,0,ModuleDepthScorer.ts
NonLlmToolRunnerRegistry.ts,(root),false,false,false,true,exact,false,0,NonLlmToolRunnerRegistry.ts
OpenAiCompatibleLlm.ts,(root),true,true,false,false,missing,true,0,
OutputQualityScorer.ts,(root),false,false,false,true,exact,false,0,OutputQualityScorer.ts
PatchApplyOps.ts,(root),false,false,false,true,exact,false,0,PatchApplyOps.ts
PathHostDeps.ts,(root),false,false,false,true,exact,false,0,PathHostDeps.ts
PathResolverOps.ts,(root),false,false,false,true,exact,false,0,PathResolverOps.ts
PlanCompletenessGate.ts,(root),false,false,false,true,exact,false,0,PlanCompletenessGate.ts
PostParseValidationPipeline.ts,(root),false,false,false,true,exact,false,0,PostParseValidationPipeline.ts
PreGateRegistry.ts,(root),false,false,false,true,exact,false,0,PreGateRegistry.ts
PriorFailurePatternResolver.ts,(root),false,false,false,true,exact,false,0,PriorFailurePatternResolver.ts
ProjectGlossaryStore.ts,(root),false,false,false,true,exact,false,0,ProjectGlossaryStore.ts
PromptSlotLoader.ts,(root),false,false,false,true,exact,false,0,PromptSlotLoader.ts
PromptVersionManager.ts,(root),false,false,false,true,exact,false,0,PromptVersionManager.ts
PrototypeContractLint.ts,(root),false,false,false,true,exact,false,0,PrototypeContractLint.ts
PypiSymbolHints.ts,(root),false,false,false,true,exact,false,0,PypiSymbolHints.ts
QualityGate.ts,(root),false,false,false,true,exact,false,0,QualityGate.ts
QualityGateContrib.ts,(root),false,false,false,true,exact,false,0,QualityGateContrib.ts
QualityGateIds.ts,(root),false,false,false,true,exact,false,0,QualityGateIds.ts
QualityGateRunner.ts,(root),false,false,false,true,exact,false,0,QualityGateRunner.ts
QuestionAfterFlow.ts,(root),false,false,false,true,exact,false,0,QuestionAfterFlow.ts
QuestionBeforeFlow.ts,(root),false,false,false,true,exact,false,0,QuestionBeforeFlow.ts
QuestionNormalization.ts,(root),false,false,false,true,exact,false,0,QuestionNormalization.ts
RedGreenCrossSlice.ts,(root),false,false,false,true,exact,false,0,RedGreenCrossSlice.ts
RedGreenFsm.ts,(root),false,false,false,true,exact,false,0,RedGreenFsm.ts
RedGreenGate.ts,(root),false,false,false,true,exact,false,0,RedGreenGate.ts
RequirementsTxtNormalize.ts,(root),false,false,false,true,exact,false,0,RequirementsTxtNormalize.ts
RequirementsTxtPreflight.ts,(root),false,false,false,true,exact,false,0,RequirementsTxtPreflight.ts
RetryOutputPolicy.ts,(root),false,false,false,true,exact,false,0,RetryOutputPolicy.ts
ReuseStrategy.ts,(root),false,false,false,true,exact,false,0,ReuseStrategy.ts
Rule20RuntimeGate.ts,(root),false,false,false,true,exact,false,0,Rule20RuntimeGate.ts
Rule20Verify.ts,(root),false,false,false,true,exact,false,0,Rule20Verify.ts
Rule20WarningDisplay.ts,(root),false,false,false,true,exact,false,0,Rule20WarningDisplay.ts
RuntimeBootstrap.ts,(root),false,false,false,true,exact,true,0,RuntimeBootstrap.ts
SampleHeaderContractLint.ts,(root),false,false,false,true,exact,false,0,SampleHeaderContractLint.ts
SandboxExecutor.ts,(root),false,false,false,true,exact,false,0,SandboxExecutor.ts
SdkPathContractLint.ts,(root),false,false,false,true,exact,false,0,SdkPathContractLint.ts
SessionDebugLog.ts,(root),false,false,false,true,exact,false,0,SessionDebugLog.ts
SessionLogEvents.ts,(root),true,true,false,false,missing,false,0,
SseDeltaStream.ts,(root),false,false,false,true,exact,false,0,SseDeltaStream.ts
StageCodeRunnerService.ts,(root),false,false,false,true,exact,true,0,StageCodeRunnerService.ts
StageConstraintValidator.ts,(root),false,false,false,true,exact,false,0,StageConstraintValidator.ts
StageErrorCatalog.ts,(root),false,false,false,true,exact,false,0,StageErrorCatalog.ts
StageExecutionHost.ts,(root),false,false,false,true,exact,true,0,StageExecutionHost.ts
StageIdPrefix.ts,(root),false,false,false,true,exact,false,0,StageIdPrefix.ts
StageInputResolutionService.ts,(root),false,false,false,true,exact,true,0,StageInputResolutionService.ts
StageLintDelegate.ts,(root),false,false,false,true,exact,false,0,StageLintDelegate.ts
StageLlmDelegate.ts,(root),false,false,false,true,exact,true,0,StageLlmDelegate.ts
StageMessagingDelegate.ts,(root),false,false,false,true,exact,true,0,StageMessagingDelegate.ts
StagePathDelegate.ts,(root),false,false,false,true,exact,false,0,StagePathDelegate.ts
StagentAiControlsProvider.ts,(root),true,true,false,false,missing,true,0,
StagentOnboarding.ts,(root),true,true,false,false,missing,true,0,
StagentProfileDiff.ts,(root),false,false,false,true,exact,true,0,StagentProfileDiff.ts
StagentProfileHighlights.ts,(root),true,true,false,false,missing,false,0,
StagentSettings.ts,(root),false,false,false,true,exact,false,0,StagentSettings.ts
StagentSettingsCatalog.ts,(root),true,true,false,false,missing,false,0,
StagentSettingsDefaults.ts,(root),false,false,false,true,exact,false,0,StagentSettingsDefaults.ts
StagentSettingsGovernance.ts,(root),true,true,false,false,missing,false,0,
StagentSettingsProfiles.ts,(root),false,false,false,true,exact,false,0,StagentSettingsProfiles.ts
StagentSettingsValidation.ts,(root),true,true,false,false,missing,true,0,
StagentSidebarBootstrap.ts,(root),true,true,false,false,missing,true,0,
StagentTaskListProvider.ts,(root),true,true,false,false,missing,true,0,
StartPreconditions.ts,(root),false,false,false,true,exact,true,0,StartPreconditions.ts
StaticAnalysisPipeline.ts,(root),false,false,false,true,exact,false,0,StaticAnalysisPipeline.ts
StreamingSummary.ts,(root),false,false,false,true,exact,false,0,StreamingSummary.ts
StructuralValidator.ts,(root),false,false,false,true,exact,false,0,StructuralValidator.ts
TaskPolishPrompt.ts,(root),false,false,false,true,exact,false,0,TaskPolishPrompt.ts
TaskTypeResolution.ts,(root),false,false,false,true,exact,false,0,TaskTypeResolution.ts
TddSliceScope.ts,(root),false,false,false,true,exact,false,0,TddSliceScope.ts
TddStackMatch.ts,(root),false,false,false,true,exact,false,0,TddStackMatch.ts
TestQualityLint.ts,(root),false,false,false,true,exact,false,0,TestQualityLint.ts
TestRunAutoDepsInstall.ts,(root),false,false,false,true,exact,false,0,TestRunAutoDepsInstall.ts
TestRunCommandNormalize.ts,(root),false,false,false,true,exact,false,0,TestRunCommandNormalize.ts
TestRunFailurePlaybook.ts,(root),false,false,false,true,exact,false,0,TestRunFailurePlaybook.ts
TestRunPreflight.ts,(root),false,false,false,true,exact,false,0,TestRunPreflight.ts
TimeConstants.ts,(root),false,false,false,true,exact,false,0,TimeConstants.ts
UiListLimits.ts,(root),false,false,false,true,exact,false,0,UiListLimits.ts
ValidationResultRouter.ts,(root),false,false,false,true,exact,true,0,ValidationResultRouter.ts
WebviewConfirmPlanUi.ts,(root),false,false,false,true,exact,false,0,WebviewConfirmPlanUi.ts
WebviewCsp.ts,(root),true,true,false,false,missing,true,0,
WebviewInputGenerationUi.ts,(root),false,false,false,true,exact,false,0,WebviewInputGenerationUi.ts
WebviewInputGenerationUiHost.ts,(root),false,false,false,true,exact,false,0,WebviewInputGenerationUiHost.ts
WebviewMessageGuards.ts,(root),true,true,false,false,missing,false,0,
WebviewPanel.ts,(root),false,false,false,true,exact,true,0,WebviewPanel.ts
WebviewPauseUiState.ts,(root),false,false,false,true,exact,false,0,WebviewPauseUiState.ts
WebviewScript.ts,(root),false,false,false,true,exact,false,0,WebviewScript.ts
WebviewStyles.ts,(root),false,false,false,true,exact,false,0,WebviewStyles.ts
WebviewTemplateLoader.ts,(root),true,true,false,false,missing,false,0,
WebviewUiState.ts,(root),false,false,false,true,exact,false,0,WebviewUiState.ts
WorkflowArtifactRegistry.ts,(root),false,false,false,true,exact,false,0,WorkflowArtifactRegistry.ts
WorkflowArtifactUi.ts,(root),false,false,false,true,exact,true,0,WorkflowArtifactUi.ts
WorkflowCodeRunnerHost.ts,(root),false,false,false,true,exact,true,0,WorkflowCodeRunnerHost.ts
WorkflowComplexityEstimator.ts,(root),false,false,false,true,exact,false,0,WorkflowComplexityEstimator.ts
WorkflowDag.ts,(root),false,false,false,true,exact,false,0,WorkflowDag.ts
WorkflowDagGraph.ts,(root),false,false,false,true,exact,false,0,WorkflowDagGraph.ts
WorkflowDefinition.ts,(root),false,false,false,true,exact,false,0,WorkflowDefinition.ts
WorkflowDeletePlan.ts,(root),false,false,false,true,exact,false,0,WorkflowDeletePlan.ts
WorkflowDiskBootstrap.ts,(root),false,false,false,true,exact,false,0,WorkflowDiskBootstrap.ts
WorkflowDraftShell.ts,(root),false,false,false,true,exact,false,0,WorkflowDraftShell.ts
WorkflowEngine.ts,(root),false,false,false,true,exact,true,0,WorkflowEngine.ts
WorkflowEngineArtifactBridge.ts,(root),false,false,false,true,exact,false,0,WorkflowEngineArtifactBridge.ts
WorkflowEngineContinuation.ts,(root),false,false,false,true,exact,false,0,WorkflowEngineContinuation.ts
WorkflowEngineDiagnostics.ts,(root),false,false,false,true,exact,true,0,WorkflowEngineDiagnostics.ts
WorkflowEngineExecutionBinder.ts,(root),false,false,false,true,exact,true,0,WorkflowEngineExecutionBinder.ts
WorkflowEngineFacades.ts,(root),false,false,false,true,basename,true,0,engine-facades/WorkflowEngineFacades.ts
WorkflowEngineHelpers.ts,(root),false,false,false,true,exact,false,0,WorkflowEngineHelpers.ts
WorkflowEngineHostFactories.ts,(root),false,false,false,true,exact,true,0,WorkflowEngineHostFactories.ts
WorkflowEngineHostRegistry.ts,(root),false,false,false,true,exact,true,0,WorkflowEngineHostRegistry.ts
WorkflowEngineInternals.ts,(root),false,false,false,true,exact,true,0,WorkflowEngineInternals.ts
WorkflowEngineMessaging.ts,(root),false,false,false,true,exact,true,0,WorkflowEngineMessaging.ts
WorkflowEngineOutputEdit.ts,(root),false,false,false,true,exact,false,0,WorkflowEngineOutputEdit.ts
WorkflowEngineOutputHelper.ts,(root),false,false,false,true,exact,true,0,WorkflowEngineOutputHelper.ts
WorkflowEnginePathHost.ts,(root),false,false,false,true,exact,false,0,WorkflowEnginePathHost.ts
WorkflowEnginePersistenceBridge.ts,(root),false,false,false,true,exact,false,0,WorkflowEnginePersistenceBridge.ts
WorkflowEngineSettingsReaders.ts,(root),false,false,false,true,exact,true,0,WorkflowEngineSettingsReaders.ts
WorkflowEngineWorkspaceLint.ts,(root),false,false,false,true,exact,false,0,WorkflowEngineWorkspaceLint.ts
WorkflowExecutor.ts,(root),false,false,false,true,exact,false,0,WorkflowExecutor.ts
WorkflowExecutorLoop.ts,(root),false,false,false,true,exact,false,0,WorkflowExecutorLoop.ts
WorkflowExecutorTypes.ts,(root),false,false,false,true,exact,false,0,WorkflowExecutorTypes.ts
WorkflowExperienceStore.ts,(root),false,false,false,true,exact,false,0,WorkflowExperienceStore.ts
WorkflowFailureLog.ts,(root),false,false,false,true,exact,false,0,WorkflowFailureLog.ts
WorkflowGeneration.ts,(root),false,false,false,true,exact,false,0,WorkflowGeneration.ts
WorkflowGenerationContext.ts,(root),false,false,false,true,exact,false,0,WorkflowGenerationContext.ts
WorkflowGenerationFinalize.ts,(root),false,false,false,true,exact,true,0,WorkflowGenerationFinalize.ts
WorkflowGenerationLlmLoop.ts,(root),false,false,false,true,exact,false,0,WorkflowGenerationLlmLoop.ts
WorkflowGenerationOrchestrator.ts,(root),false,false,false,true,exact,false,0,WorkflowGenerationOrchestrator.ts
WorkflowGenerationRunner.ts,(root),false,false,false,true,exact,true,0,WorkflowGenerationRunner.ts
WorkflowGenerationService.ts,(root),false,false,false,true,exact,true,0,WorkflowGenerationService.ts
WorkflowHitlCoordinator.ts,(root),false,false,false,true,exact,false,0,WorkflowHitlCoordinator.ts
WorkflowInputContent.ts,(root),false,false,false,true,exact,false,0,WorkflowInputContent.ts
WorkflowInputResolver.ts,(root),false,false,false,true,exact,false,0,WorkflowInputResolver.ts
WorkflowInstanceBind.ts,(root),false,false,false,true,exact,false,0,WorkflowInstanceBind.ts
WorkflowInstanceDiskIndex.ts,(root),false,false,false,true,exact,false,0,WorkflowInstanceDiskIndex.ts
WorkflowInstanceIndex.ts,(root),false,false,false,true,exact,false,0,WorkflowInstanceIndex.ts
WorkflowInstanceManager.ts,(root),false,false,false,true,exact,true,0,WorkflowInstanceManager.ts
WorkflowInstancePersistenceSync.ts,(root),false,false,false,true,exact,false,0,WorkflowInstancePersistenceSync.ts
WorkflowInstanceQuery.ts,(root),false,false,false,true,exact,false,0,WorkflowInstanceQuery.ts
WorkflowInstanceRepository.ts,(root),false,false,false,true,exact,false,0,WorkflowInstanceRepository.ts
WorkflowInstanceResumeCoordinator.ts,(root),false,false,false,true,exact,false,0,WorkflowInstanceResumeCoordinator.ts
WorkflowLogging.ts,(root),false,false,false,true,exact,false,0,WorkflowLogging.ts
WorkflowNonLlmToolRunner.ts,(root),false,false,false,true,exact,false,0,WorkflowNonLlmToolRunner.ts
WorkflowOutputKeys.ts,(root),false,false,false,true,exact,false,0,WorkflowOutputKeys.ts
WorkflowPanelFactory.ts,(root),true,true,false,false,missing,true,0,
WorkflowPanelMessageRouter.ts,(root),true,true,false,false,missing,true,0,
WorkflowParallelMonitor.ts,(root),false,false,false,true,exact,false,0,WorkflowParallelMonitor.ts
WorkflowPathResolver.ts,(root),false,false,false,true,exact,false,0,WorkflowPathResolver.ts
WorkflowPersistence.ts,(root),false,false,false,true,exact,false,0,WorkflowPersistence.ts
WorkflowPlanSummary.ts,(root),false,false,false,true,exact,false,0,WorkflowPlanSummary.ts
WorkflowPreGenerationCoordinator.ts,(root),false,false,false,true,exact,true,0,WorkflowPreGenerationCoordinator.ts
WorkflowProcessDocs.ts,(root),false,false,false,true,exact,false,0,WorkflowProcessDocs.ts
WorkflowPrompts.ts,(root),false,false,false,true,exact,false,0,WorkflowPrompts.ts
WorkflowRecoveryViewModel.ts,(root),false,false,false,true,exact,false,0,WorkflowRecoveryViewModel.ts
WorkflowRule20Normalize.ts,(root),false,false,false,true,exact,false,0,WorkflowRule20Normalize.ts
WorkflowSkipCondition.ts,(root),false,false,false,true,exact,false,0,WorkflowSkipCondition.ts
WorkflowStageErrorHelpers.ts,(root),false,false,false,true,exact,false,0,WorkflowStageErrorHelpers.ts
WorkflowStageGateFailure.ts,(root),false,false,false,true,exact,false,0,WorkflowStageGateFailure.ts
WorkflowStagePosition.ts,(root),false,false,false,true,exact,false,0,WorkflowStagePosition.ts
WorkflowStagePreGates.ts,(root),false,false,false,true,exact,false,0,WorkflowStagePreGates.ts
WorkflowStageProgressQuery.ts,(root),false,false,false,true,exact,false,0,WorkflowStageProgressQuery.ts
WorkflowStageQuestionGate.ts,(root),false,false,false,true,exact,false,0,WorkflowStageQuestionGate.ts
WorkflowStageStep.ts,(root),false,false,false,true,exact,false,0,WorkflowStageStep.ts
WorkflowStartCoordinator.ts,(root),false,false,false,true,exact,false,0,WorkflowStartCoordinator.ts
WorkflowStateEnvelope.ts,(root),false,false,false,true,exact,false,0,WorkflowStateEnvelope.ts
WorkflowStateTransitions.ts,(root),false,false,false,true,exact,false,0,WorkflowStateTransitions.ts
WorkflowStructuralRepair.ts,(root),false,false,false,true,exact,false,0,WorkflowStructuralRepair.ts
WorkflowUiBridge.ts,(root),false,false,false,true,exact,true,0,WorkflowUiBridge.ts
WorkflowValidation.ts,(root),false,false,false,true,exact,false,0,WorkflowValidation.ts
WriteOutputNormalize.ts,(root),false,false,false,true,exact,false,0,WriteOutputNormalize.ts
afk/evaluateAfkAcceptance.ts,afk,false,false,false,true,exact,false,0,afk/evaluateAfkAcceptance.ts
artifact-registry/importPathCoverage.ts,artifact-registry,false,false,false,true,exact,false,0,artifact-registry/importPathCoverage.ts
charter/CharterAnswerRouter.ts,charter,false,false,false,true,exact,false,0,charter/CharterAnswerRouter.ts
charter/CharterConstraintsBlock.ts,charter,false,false,false,true,exact,false,0,charter/CharterConstraintsBlock.ts
charter/CharterContextService.ts,charter,false,false,false,true,exact,true,0,charter/CharterContextService.ts
charter/CharterCoverageMetrics.ts,charter,false,false,false,true,exact,false,0,charter/CharterCoverageMetrics.ts
charter/CharterFeedbackTypes.ts,charter,false,false,false,true,exact,false,0,charter/CharterFeedbackTypes.ts
charter/CharterGrillAutoAnswer.ts,charter,false,false,false,true,exact,false,0,charter/CharterGrillAutoAnswer.ts
charter/CharterGrillRuntime.ts,charter,false,false,false,true,exact,false,0,charter/CharterGrillRuntime.ts
charter/CharterKeywords.ts,charter,false,false,false,true,exact,false,0,charter/CharterKeywords.ts
charter/CharterLoader.ts,charter,false,false,false,true,exact,false,0,charter/CharterLoader.ts
charter/CharterParser.ts,charter,false,false,false,true,exact,false,0,charter/CharterParser.ts
charter/CharterTypes.ts,charter,false,false,false,true,exact,false,0,charter/CharterTypes.ts
charter/CharterWriter.ts,charter,false,false,false,true,exact,false,0,charter/CharterWriter.ts
charter/collectCharterFeedbackCandidates.ts,charter,false,false,false,true,exact,false,0,charter/collectCharterFeedbackCandidates.ts
charter/index.ts,charter,false,false,false,true,exact,false,2,charter/index.ts
charter/maybeAutoWriteCharterFeedback.ts,charter,false,false,false,true,exact,false,0,charter/maybeAutoWriteCharterFeedback.ts
charter/maybePromptCharterFeedback.ts,charter,false,false,false,true,exact,false,0,charter/maybePromptCharterFeedback.ts
code-runner/effectiveCwd.ts,code-runner,false,false,false,true,exact,false,0,code-runner/effectiveCwd.ts
code-runner/pytestEnv.ts,code-runner,false,false,false,true,exact,false,0,code-runner/pytestEnv.ts
commitment/extractCommitmentSnapshot.ts,commitment,false,false,false,true,exact,false,0,commitment/extractCommitmentSnapshot.ts
commitment/formatCommitmentIndex.ts,commitment,false,false,false,true,exact,false,0,commitment/formatCommitmentIndex.ts
